"site","plot","year","UTMx","UTMy","sekhabtype","terhabtype","pHjord","pHvand","Cijord","Nijord","CNratio","Fosfortal","NitratN","Nilyngfamilien","Pilyngfamilien","NPilyngfamilien","Nigraminoids","Pigraminoids","NPigraminoids","Nitoervemos","Pitoervemos","NPitoervemos","Niandetmos","Piandetmos","NPiandetmos","morlag","vegetationshoejde","vedplanterover1m5md","vedplanterunder1m5md","dvaergbuske5md","vandflade5md","lyngensbladbille5md","enebær5md","gråris5md","havtorn5md","hoeljer5md","hvasavneknippe5md","klokkelyng5md","vadegræs5md","graesningbin","hoesletbin","indikatorarter","antalarter","antalstjernearter","antaltostjernearter","antalenaarigearter","meanscore","andelstjerne","andeltostjerne","Ndep","nedbør","jordtype","slope","aspect","pEL","pEF","pER","pEN","pGC","pGS","pGR","pAnnualsGrime","pchmax","pslamean","psmmean","pEEL","pEEF","pEER","pEEN","pEES","pLDMC","pLM","pLS","pnaeringsratio","pEnaeringsratio","fEL","fEF","fER","fEN","fGC","fGS","fGR","fAnnualsGrime","fchmax","fslamean","fsmmean","fEEL","fEEF","fEER","fEEN","fEES","fLDMC","fLM","fLS","fnaeringsratio","fEnaeringsratio"
1622,501829,2014,"701640","6086380","6230","{6230}","3.9","mv","mv","mv","mv","mv","mv","mv","mv","mv","1.8","0.14","12.857142857142856","mv","mv","mv","mv","mv","mv","0.","30.","89.126559714795","1.2732365673542143","0.6366182836771072","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","5","19","9","1","1","3.368421","0.47368421052631576","0.05263157894736842","9.7125","587.4","6","2.554634","169.444717","6.725","3.2","3.175","3.3","3.95","5.825","2.225","0.","0.383","22.23922916666666","0.43294635821810046","6.45","4.6","3.7","3.275","0.175","293.0585916666667","16.091163572733343","301.52854166666685","1.0393700787401574","0.8851351351351351","7.235294117647059","4.083333333333333","4.","3.","3.3684210526315788","6.2105263157894735","2.4210526315789473","0.","0.73140350877193","22.01022222222222","33.64403374263873","7.157894736842105","4.684210526315789","5.","3.3157894736842106","0.2631578947368421","243.49887719298246","30.622421331285402","533.4831157407406","0.75","0.6631578947368421"
1622,501830,2014,"701650","6086460","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","3.75","1.2732365673542143","0.6366182836771072","8.912655971479499","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","18","9","1","1","3.444444","0.5","0.05555555555555555","9.7125","587.4","6","0.407308","205.542664","7.5625","4.","2.4","2.3125","3.9375","6.9375","1.125","0.","0.7170833333333333","18.443666666666676","0.8557901799232958","6.8125","5.5","3.3125","2.6875","0.","280.8828125","10.190486308222225","164.29322916666678","0.9635416666666666","0.8113207547169812","7.166666666666667","3.909090909090909","3.3076923076923075","2.875","2.9411764705882355","6.647058823529412","2.411764705882353","0.","1.9405555555555576","23.199166666666663","0.8770042240723608","7.055555555555555","4.611111111111111","4.555555555555555","3.","0.05555555555555555","242.80004166666671","19.634350657626644","467.5807870370368","0.8691860465116279","0.6585365853658537"
1622,538092,2014,"701440","6086470","6230","{6230}","4.3","mv","mv","mv","mv","mv","mv","mv","mv","mv","1.5","0.16","9.375","mv","mv","mv","mv","mv","mv","0.","17.5","0.","1.2732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","5","22","12","1","0","3.40909","0.5454545454545454","0.045454545454545456","9.7125","587.4","mv","mv","mv","6.951219512195122","4.821428571428571","5.3076923076923075","4.682926829268292","4.76","3.92","3.32","0.","0.7118333333333338","25.0711","0.9350967142957134","6.96","4.74","5.56","4.46","0.46","276.40428333333335","27.04892160218999","660.0900000000001","0.8822905620360552","0.802158273381295","7.142857142857143","4.","5.076923076923077","3.761904761904762","3.761904761904762","5.476190476190476","2.761904761904762","0.","0.5709848484848487","23.0525","1.3994291349770018","7.238095238095238","4.428571428571429","6.095238095238095","3.9047619047619047","0.2857142857142857","236.66842857142862","67.8581333282492","1241.5547878787877","0.740981240981241","0.640625"
1622,706828,2014,"701630","6086470","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","2.5464731347084286","0.","2.5464731347084286","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","4","21","9","1","0","3.333333","0.42857142857142855","0.047619047619047616","9.7125","587.4","6","mv","mv","6.703703703703703","3.2","2.3703703703703702","2.111111111111111","2.5185185185185186","8.62962962962963","0.8518518518518519","0.","0.2937037037037036","16.7968209876543","0.6009230671958472","6.925925925925926","4.407407407407407","3.6666666666666665","2.3703703703703702","0.25925925925925924","318.07414814814814","17.24942129320248","208.40806172839507","0.890625","0.6464646464646465","7.105263157894737","4.181818181818182","3.4375","3.","3.4210526315789473","6.894736842105263","1.6842105263157894","0.","2.1649166666666684","22.489270833333332","37.232389670716","6.95","4.8","4.7","3.45","0.15","261.85374561403506","20.224903663626648","448.42221052631567","0.8727272727272727","0.7340425531914894"
1622,706829,2014,"701610","6086440","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","7.5","7.639419404125286","1.2732365673542143","10.185892538833714","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","6","25","12","0","1","3.32","0.48","0.","9.7125","587.4","6","mv","mv","6.8076923076923075","4.","2.857142857142857","2.076923076923077","1.5925925925925926","9.37037037037037","1.037037037037037","0.","0.21370370370370365","19.045092592592578","0.4421085145359147","6.925925925925926","4.777777777777778","4.2592592592592595","2.4074074074074074","0.037037037037037035","284.45657407407407","4.055438182395679","71.1916794871795","0.7269230769230769","0.5652173913043478","6.875","3.7857142857142856","4.235294117647059","3.4782608695652173","3.5217391304347827","6.521739130434782","1.9565217391304348","0.","1.2819444444444448","22.382149122807018","61.943018408357986","6.608695652173913","4.869565217391305","5.260869565217392","3.782608695652174","0.043478260869565216","275.90230411255413","289.10147154372817","5665.485293650793","0.821256038647343","0.71900826446281"
1622,784909,2014,"701628","6086409","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","17.5","0.","0.","1.9098548510313216","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","4","11","8","1","0","4.","0.7272727272727273","0.09090909090909091","9.7125","587.4","mv","mv","mv","6.3","mv","2.3","2.4","2.1","9.9","0.","0.","0.15233333333333315","16.0993333333333","0.4080400865909091","6.3","5.","2.6","2.7","0.","327.98400000000004","2.8045251677800005","36.17160000000001","1.0434782608695652","1.0384615384615385","7.","3.857142857142857","2.875","2.3636363636363638","2.5454545454545454","8.","1.4545454545454546","0.","0.41075757575757577","20.52518518518518","0.4616206443370231","7.181818181818182","4.545454545454546","4.454545454545454","2.3636363636363638","0.18181818181818182","257.49949999999995","12.609961624348333","179.70503030303033","0.8221343873517787","0.5306122448979592"
1622,784910,2014,"701588","6086415","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","12.5","0.","0.","5.092946269416857","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","3","7","5","0","0","4.","0.7142857142857143","0.","9.7125","587.4","mv","mv","mv","6.821428571428571","3.","2.1785714285714284","1.8214285714285714","2.6785714285714284","9.107142857142858","0.21428571428571427","0.","0.40119047619047604","14.827380952380931","0.43618593462121197","6.75","4.964285714285714","3.0357142857142856","2.357142857142857","0.10714285714285714","321.84999999999997","9.842467525043483","95.91410714285715","0.8360655737704918","0.7764705882352941","7.","3.5","2.5","2.2857142857142856","2.857142857142857","8.","1.1428571428571428","0.","0.439047619047619","20.292976190476185","0.38603687384848484","6.857142857142857","4.571428571428571","3.857142857142857","2.4285714285714284","0.14285714285714285","292.7625","13.520104656427781","174.44123809523813","0.9142857142857143","0.6296296296296297"
1623,539841,2014,"723940","6096720","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","6.25","0.","2.5464731347084286","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","31","14","0","5","3.064516","0.45161290322580644","0.","10.613800000000001","604.3","7","13.50138","14.396309","7.0606060606060606","5.125","5.5","4.076923076923077","4.157894736842105","4.157894736842105","3.6842105263157894","0.","0.5402850877192983","23.438382352941158","0.7818368005252905","7.052631578947368","5.2105263157894735","6.026315789473684","4.5","0.34210526315789475","246.8581688596491","30.13762125873685","699.1718859649123","0.7412587412587412","0.7467248908296943","7.296296296296297","4.434782608695652","5.0588235294117645","3.9130434782608696","3.413793103448276","4.551724137931035","4.0344827586206895","0.03225806451612903","0.5088218390804599","24.715312499999996","1.5932615861053288","7.172413793103448","4.655172413793103","5.689655172413793","3.896551724137931","0.13793103448275862","217.41875000000002","29.09605293144596","719.8946994047616","0.7735085945399394","0.6848484848484848"
1623,539843,2014,"724360","6096600","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","25","9","1","4","3.04","0.36","0.04","10.613800000000001","604.3","7","16.687244","148.729553","7.233333333333333","3.7804878048780486","5.225","3.1372549019607843","3.161290322580645","4.612903225806452","4.225806451612903","0.","0.5125","23.263731884057982","1.7438893941285074","7.17741935483871","4.17741935483871","5.887096774193548","3.5483870967741935","0.20967741935483872","229.8496354166667","23.55284128517948","520.9038461538463","0.6004315601838822","0.6027397260273972","7.476190476190476","4.111111111111111","5.","3.625","3.227272727272727","4.454545454545454","4.318181818181818","0.","0.4803787878787879","24.36791666666667","2.188257478146276","7.3478260869565215","4.391304347826087","5.826086956521739","3.782608695652174","0.21739130434782608","214.93529924242424","30.859262217757912","710.3255416666667","0.725","0.6492537313432836"
1623,539844,2014,"723990","6096720","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","8.75","0.","0.6366182836771072","44.5632798573975","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","9","39","20","3","6","3.410256","0.5128205128205128","0.07692307692307693","10.613800000000001","604.3","7","13.309123","297.155182","7.193548387096774","4.6","3.24","2.857142857142857","4.138888888888889","4.972222222222222","2.888888888888889","0.","0.6112037037037035","22.243125000000003","0.3330197691182899","6.916666666666667","5.194444444444445","4.472222222222222","3.3055555555555554","0.2777777777777778","241.84590277777775","16.360319841827376","340.6727941176472","0.8818342151675485","0.7391304347826086","7.3428571428571425","4.230769230769231","4.043478260869565","3.1818181818181817","2.5833333333333335","6.","3.4166666666666665","0.02564102564102564","0.5490315315315315","24.27692708333333","13.507986306085508","7.216216216216216","4.675675675675675","5.351351351351352","3.4594594594594597","0.13513513513513514","232.72116428571428","23.728885336124982","543.1622401960783","0.7869012707722385","0.6464646464646465"
1623,539846,2014,"724110","6096620","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","10.","0.","0.12732365673542145","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","21","5","1","2","2.714285","0.23809523809523808","0.047619047619047616","10.613800000000001","604.3","7","9.40366","313.422546","7.048780487804878","4.636363636363637","5.611111111111111","3.975609756097561","4.224489795918367","4.224489795918367","3.5510204081632653","0.","0.6477210884353743","23.497685185185187","0.7253364502070965","6.8979591836734695","4.73469387755102","5.469387755102041","3.7551020408163267","0.3877551020408163","242.98683673469395","18.880451703874147","375.687680272109","0.7085245109876841","0.6865671641791045","7.294117647058823","4.615384615384615","5.6","4.428571428571429","3.9473684210526314","3.6315789473684212","4.421052631578948","0.","0.5308333333333335","24.997777777777785","1.8036996257670452","7.157894736842105","4.7368421052631575","5.842105263157895","4.2105263157894735","0.15789473684210525","217.26002314814818","34.80154362026386","857.6824460784311","0.7908163265306123","0.7207207207207207"
1623,539855,2014,"724030","6096630","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","6.25","2.5464731347084286","2.5464731347084286","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","28","10","0","2","2.928571","0.35714285714285715","0.","10.613800000000001","604.3","7","5.741097","257.505829","7.03030303030303","4.884615384615385","5.3428571428571425","4.","4.2439024390243905","4.097560975609756","3.658536585365854","0.","0.5746747967479673","25.757770833333325","0.5470438549137154","6.926829268292683","4.829268292682927","5.2682926829268295","3.951219512195122","0.4146341463414634","233.23618902439026","18.76530922511179","406.51678861788633","0.7486631016042781","0.75","7.333333333333333","4.35","5.75","3.9047619047619047","3.52","4.48","4.","0.","0.4795192307692308","25.831893939393936","1.836765898323339","7.1923076923076925","4.6923076923076925","5.8076923076923075","4.076923076923077","0.15384615384615385","212.06975961538458","24.979274419517935","640.0196966666664","0.6790890269151139","0.7019867549668874"
1623,539857,2014,"724170","6096560","6230","{6230}","4.6","mv","mv","mv","mv","0.7","mv","mv","mv","mv","1.2","0.17","7.058823529411764","mv","mv","mv","mv","mv","mv","0.","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","28","10","1","3","2.928571","0.35714285714285715","0.03571428571428571","10.613800000000001","604.3","7","13.689149","152.049423","7.2631578947368425","4.681818181818182","5.59375","4.428571428571429","4.214285714285714","3.5714285714285716","4.214285714285714","0.","0.5123333333333334","25.72504166666668","1.1162824101672075","6.9523809523809526","4.833333333333333","5.333333333333333","3.9761904761904763","0.14285714285714285","231.9328541666667","17.110811735085413","465.8972149122808","0.7916999201915403","0.7455357142857143","7.130434782608695","4.526315789473684","5.166666666666667","4.368421052631579","3.875","3.875","4.25","0.","0.5637500000000002","25.065701754385973","2.6411843224951252","7.2","4.68","6.","4.2","0.16","220.5209201388889","38.98672391114581","882.9681847826084","0.8455008488964346","0.7"
1623,539859,2014,"723980","6096680","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","10.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","26","9","1","4","3.","0.34615384615384615","0.038461538461538464","10.613800000000001","604.3","7","7.237204","328.47699","7.142857142857143","5.173913043478261","5.181818181818182","4.25","4.6571428571428575","4.314285714285714","3.0285714285714285","0.","0.6221428571428571","21.446761904761896","1.2443013571428567","7.","5.228571428571429","5.685714285714286","4.485714285714286","0.4","271.194380952381","37.75509272687997","706.7784523809524","0.8201754385964912","0.7889447236180904","7.181818181818182","4.611111111111111","5.363636363636363","3.8421052631578947","3.375","4.25","4.375","0.038461538461538464","0.4668840579710145","24.756842105263164","1.5060664566023145","7.208333333333333","4.791666666666667","5.833333333333333","3.9583333333333335","0.125","215.43795289855075","30.78251490209636","720.5669280303028","0.7163247100802854","0.6785714285714286"
1623,539860,2014,"724260","6096560","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","10.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","5","30","11","1","7","3.066666","0.36666666666666664","0.03333333333333333","10.613800000000001","604.3","7","12.550689","206.19313","7.176470588235294","4.454545454545454","4.966666666666667","3.606060606060606","3.7804878048780486","4.","4.219512195121951","0.","0.6151315789473685","23.295563063063067","0.49202998119768165","6.951219512195122","4.634146341463414","5.341463414634147","3.682926829268293","0.4878048780487805","248.1740021929825","18.824317122304823","382.7894736842107","0.726052471018914","0.6894977168949772","7.3076923076923075","4.095238095238095","4.928571428571429","3.380952380952381","3.","4.714285714285714","4.285714285714286","0.03333333333333333","0.5046296296296298","23.136583333333334","2.2629623190572383","7.321428571428571","4.535714285714286","5.892857142857143","3.8214285714285716","0.17857142857142858","218.04944135802472","36.22922206050062","772.3157766666665","0.6859903381642513","0.6484848484848484"
1623,539865,2014,"723970","6096700","6230","{6230}","4.","mv","mv","mv","mv","0.8","mv","mv","mv","mv","1.2","0.14","8.571428571428571","mv","mv","mv","mv","mv","mv","0.","12.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","28","11","1","2","3.071428","0.39285714285714285","0.03571428571428571","10.613800000000001","604.3","7","10.545605","312.461182","7.0638297872340425","5.333333333333333","4.413793103448276","4.3","4.490909090909091","3.9454545454545453","3.5636363636363635","0.","0.5190606060606061","24.8450641025641","0.7320811119097987","6.709090909090909","5.290909090909091","5.327272727272727","4.4363636363636365","0.21818181818181817","248.42246969696967","38.35612187305754","835.577468553459","0.97421875","0.8327645051194539","7.043478260869565","4.555555555555555","4.818181818181818","4.","3.56","4.4","4.04","0.037037037037037035","0.5334782608695654","24.02913636363637","1.113530753607961","7.08","4.88","5.84","4.","0.16","225.93023550724644","44.68001836385506","952.905833333333","0.8301886792452831","0.684931506849315"
1623,647470,2014,"723921","6096718","6230","{6230}","4.2","mv","mv","mv","mv","0.8","mv","mv","mv","mv","1.5","0.17","8.823529411764705","mv","mv","mv","mv","mv","mv","0.","6.25","0.","3.819709702062643","0.12732365673542145","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","5","34","18","1","4","3.441176","0.5294117647058824","0.029411764705882353","10.613800000000001","604.3","7","mv","mv","7.023809523809524","3.78125","3.3421052631578947","2.9047619047619047","3.5652173913043477","5.717391304347826","2.717391304347826","0.","0.5005072463768115","22.898804347826083","0.7548140450122812","7.","4.586956521739131","4.8478260869565215","2.9565217391304346","0.2826086956521739","267.4553442028986","29.715405925898548","440.33992592592597","0.8691413573303337","0.6098654708520179","7.066666666666666","4.208333333333333","4.055555555555555","3.642857142857143","3.46875","5.0625","3.46875","0.029411764705882353","0.5173697916666669","23.007345679012342","1.1871442564792138","7.0625","4.6875","5.4375","3.65625","0.15625","237.53308593750003","33.08862282662311","673.5659112903224","0.898238747553816","0.6724137931034483"
1624,577767,2014,"696810","6093410","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","6.25","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","0","23","7","0","4","2.869565","0.30434782608695654","0.","10.018699999999999","622.4","6","mv","mv","6.966666666666667","5.75","4.851851851851852","4.576923076923077","4.45","3.7","3.85","0.","0.6512499999999999","25.781916666666678","2.1013608847465113","6.875","5.225","5.3","4.6","0.525","254.836375","19.463710650891667","545.4708333333334","0.9433352906635349","0.8679245283018868","7.190476190476191","4.764705882352941","5.076923076923077","4.388888888888889","3.3333333333333335","3.619047619047619","5.0476190476190474","0.043478260869565216","0.5148913043478259","24.65149999999999","2.25094534262747","7.318181818181818","4.909090909090909","5.636363636363637","4.090909090909091","0.5454545454545454","196.1117386363636","44.6998021876977","1064.6192386363634","0.8644781144781145","0.7258064516129032"
1624,579620,2014,"696580","6093480","1330","{6230}","5.4","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","0.","12.5","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","29","12","1","8","3.068965","0.41379310344827586","0.034482758620689655","10.018699999999999","622.4","mv","mv","mv","8.0625","5.","7.","8.375","0.","0.","12.","1.","0.9899999999999997","14.430000000000005","1.334","8.375","5.6875","7.","6.3125","3.375","137.42546875","69.70559695958337","979.296875","1.1964285714285714","0.9017857142857143","7.518518518518518","4.818181818181818","5.2","4.461538461538462","3.130434782608696","3.782608695652174","5.086956521739131","0.10344827586206896","0.5115705128205128","24.507427536231884","0.9868070183744961","7.535714285714286","5.","5.821428571428571","4.178571428571429","0.9642857142857143","202.5865032051282","44.33215002601941","1169.4054999999996","0.8579881656804734","0.7177914110429447"
1624,579632,2014,"696920","6093480","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","15","7","1","2","3.333333","0.4666666666666667","0.06666666666666667","10.018699999999999","622.4","6","mv","mv","7.185185185185185","4.235294117647059","3.806451612903226","3.08","3.5142857142857142","4.885714285714286","3.6","0.","0.4036764705882353","22.663333333333348","0.7853885804422271","7.257142857142857","4.628571428571429","4.828571428571428","3.2857142857142856","0.4","264.3649264705882","38.46030150914456","940.965517241379","0.8091525423728814","0.6804733727810651","7.384615384615385","4.333333333333333","4.083333333333333","3.0833333333333335","2.5714285714285716","5.357142857142857","4.071428571428571","0.","0.39365384615384624","23.482986111111106","0.8219014033681974","7.333333333333333","4.733333333333333","5.066666666666666","3.466666666666667","0.4666666666666667","241.67582692307693","28.14473164412434","752.0105138888888","0.7551020408163265","0.6842105263157895"
1624,579722,2014,"696920","6093490","6230","{6230}","5.6","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","0.","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","22","9","1","6","3.318181","0.4090909090909091","0.045454545454545456","10.018699999999999","622.4","6","mv","mv","7.","5.333333333333333","5.1875","4.","3.5833333333333335","3.5833333333333335","4.833333333333333","0.","0.6295454545454544","21.754999999999995","0.8134789124937885","7.48","5.","5.72","4.48","1.08","235.14012499999998","30.621970022053027","720.7121212121212","0.7710843373493976","0.7832167832167832","7.5","4.5","4.444444444444445","3.2777777777777777","2.15","5.15","4.7","0.045454545454545456","0.36391666666666667","22.40930555555555","0.8599816939597505","7.409090909090909","4.681818181818182","5.318181818181818","3.4545454545454546","0.5454545454545454","221.07395416666662","27.60197584244272","644.9075175438593","0.7375","0.6495726495726496"
1624,580165,2014,"696590","6094000","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","4","28","15","1","4","3.357142","0.5357142857142857","0.03571428571428571","10.018699999999999","622.4","3","mv","mv","7.444444444444445","3.5384615384615383","4.033333333333333","3.1481481481481484","2.6285714285714286","5.2","4.171428571428572","0.","0.40628571428571425","27.027642857142872","0.4985744947406308","6.828571428571428","4.485714285714286","4.571428571428571","3.3714285714285714","0.11428571428571428","252.08757142857144","15.389283448998079","438.05502873563216","0.7805325987144169","0.7375","7.4","4.045454545454546","4.294117647058823","3.25","2.5384615384615383","5.538461538461538","3.923076923076923","0.","0.42698717948717935","26.592460317460315","0.9918277915075715","7.296296296296297","4.444444444444445","5.333333333333333","3.4074074074074074","0.2222222222222222","204.1930737179487","62.37347331073332","1561.7821966666663","0.7568493150684932","0.6388888888888888"
1624,580178,2014,"696770","6093430","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","10.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","26","8","1","7","3.","0.3076923076923077","0.038461538461538464","10.018699999999999","622.4","6","mv","mv","7.045454545454546","4.75","4.3","3.8095238095238093","3.176470588235294","4.235294117647059","4.588235294117647","0.","0.38333333333333336","29.389545454545477","0.3993715925528334","6.676470588235294","5.264705882352941","4.4411764705882355","3.7941176470588234","0.17647058823529413","244.61294696969696","12.632161877674243","473.2430555555558","0.8859357696566998","0.8543046357615894","7.333333333333333","4.7368421052631575","5.0588235294117645","4.05","3.12","4.2","4.68","0.038461538461538464","0.4671666666666666","24.974385964912276","1.8962629829382252","7.32","4.8","5.56","3.96","0.28","207.8278784722222","50.17540359752845","1097.0195104166667","0.8005813953488372","0.7122302158273381"
1624,580219,2014,"696430","6093570","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","38","14","0","9","2.947368","0.3684210526315789","0.","10.018699999999999","622.4","3","mv","mv","6.529411764705882","4.833333333333333","5.5625","5.2","2.4","2.7","6.9","0.3","0.5853333333333333","27.755291666666682","0.8051617449005354","6.95","5.15","5.55","4.6","0.7","193.13520833333334","38.80668928342497","1004.2325931372548","0.9348314606741573","0.8288288288288288","7.411764705882353","4.571428571428571","5.086956521739131","4.212121212121212","2.8125","4.5","4.6875","0.07894736842105263","0.5244047619047618","24.977908045977014","0.983116546496317","7.444444444444445","4.805555555555555","5.722222222222222","4.027777777777778","0.6944444444444444","198.11071190476193","39.96931980722807","886.0359065656565","0.828023828023828","0.7038834951456311"
1624,580230,2014,"696476","6093554","6120","{6230}","4.6","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","6.366182836771071","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","2","30","12","0","9","2.9","0.4","0.","10.018699999999999","622.4","3","mv","mv","8.555555555555555","3.6538461538461537","3.962962962962963","1.","1.8","5.2","5.","0.","0.5221666666666667","17.264597701149405","1.0193443730174605","7.933333333333334","3.3333333333333335","5.066666666666666","3.3333333333333335","0.6666666666666666","265.7209027777778","14.427649391930009","270.0597222222222","0.2523364485981308","0.6578947368421053","7.518518518518518","3.5217391304347827","4.809523809523809","2.869565217391304","2.2413793103448274","5.137931034482759","4.620689655172414","0.03225806451612903","1.780747126436782","24.282500000000002","2.2129296203019293","7.5","3.8666666666666667","5.633333333333334","3.3333333333333335","0.13333333333333333","221.5653541666667","30.075245019833492","671.3799358974356","0.5966422729229445","0.591715976331361"
1624,580244,2014,"696884","6093479","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","5.","0.","0.","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","1","0","3","21","9","1","1","3.190476","0.42857142857142855","0.047619047619047616","10.018699999999999","622.4","6","mv","mv","7.184210526315789","3.933333333333333","3.46875","3.3157894736842106","3.","5.842105263157895","3.1578947368421053","0.","0.41302631578947385","25.334210526315804","0.27904692983596496","6.578947368421052","4.868421052631579","4.5","3.263157894736842","0.15789473684210525","247.65326315789474","9.46148690080131","235.30558771929847","0.9559032716927454","0.7251461988304093","7.157894736842105","5.133333333333334","3.8333333333333335","4.","3.619047619047619","4.761904761904762","3.619047619047619","0.","0.5548015873015872","25.40342592592592","1.6188202291194291","7.190476190476191","5.285714285714286","5.333333333333333","3.8095238095238093","0.5238095238095238","228.04219841269844","46.30471871326666","1298.8462625","1.0434782608695652","0.7142857142857143"
1669,540103,2014,"641250","6139620","6230","{6230}","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","mv","28.75","0.6366182836771072","1.2732365673542143","0.","0.","mv","mv","mv","mv","mv","mv","mv","mv","0","0","2","11","3","0","0","2.818181","0.2727272727272727","0.","11.9215","612.8","11","0.804931","223.52919","7.413793103448276","6.","5.4","5.310344827586207","5.5","3.25","3.25","0.","0.8085937500000014","29.01828125000002","1.5072263798701286","6.625","5.0625","5.4375","5.28125","0.1875","270.3802343750001","19.937409197695313","712.4583333333335","0.9833971902937421","0.9712643678160919","7.142857142857143","6.","5.142857142857143","4.428571428571429","5.111111111111111","4.777777777777778","2.111111111111111","0.","1.1490740740740746","25.728854166666668","1.6749459740259736","7.","5.777777777777778","5.444444444444445","4.666666666666667","0.4444444444444444","260.0701851851852","61.71658644532913","1384.4312499999999","0.8611111111111112","0.8571428571428571"
